name,link,price,mileage,BHP,transmission,fuel,owners,body,ULEZ,engine,year
BMW 2 Series,https://www.autotrader.co.uk/dealers/north-somerset/bristol/projex-design-uk-limited-10023653,"£17,995",44000,,Manual,Petrol,3,Coupe,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/kent/chatham/big-motoring-world-blue-bell-hill-10007657,"£13,800",73583,187,Manual,Diesel,2,Convertible,ULEZ,2.0L,2016 (16 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/essex/clacton-on-sea/mss-motor-group-10032154,"£15,995",59000,188,Automatic,Diesel,,Coupe,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/kent/chatham/big-motoring-world-blue-bell-hill-10007657,"£11,800",74892,148,Manual,Diesel,3,Coupe,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£8,500",116000,,Manual,Petrol,,Coupe,ULEZ,1.5L,2016 (16 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/hampshire/tadley/car-insta-10007466,"£11,950",81982,147,Manual,Diesel,,Convertible,ULEZ,2.0L,2016 (66 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/essex/steeple/car-hunters-579636,"£14,995",59070,,Automatic,Diesel,2,Coupe,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/surrey/lingfield/gmc-cars-online-10034519,"£15,500",19800,,Manual,Diesel,,Coupe,ULEZ,2.0L,2016 (16 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/lincolnshire/stamford/waycot-james-limited-10030833,"£14,990",55300,,Manual,Diesel,,Convertible,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£12,795",64000,,Manual,Petrol,4,Coupe,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/buckinghamshire/slough/best-choice-cars-10011208,"£14,750",90000,,Automatic,Petrol,,Coupe,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£11,100",75327,,Automatic,Diesel,3,Coupe,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/hertfordshire/waltham-cross/big-motoring-world-enfield-10023180,"£13,400",42137,134,Manual,Petrol,3,Convertible,ULEZ,1.5L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£16,750",66000,,Manual,Petrol,2,Coupe,ULEZ,3.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/glamorgan/cardiff/carshop-cardiff-15039,"£15,750",44368,190,Automatic,Diesel,,Coupe,ULEZ,2.0L,2016 (16 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/hampshire/bordon/lmc-of-farnham-ltd-14861,"£13,295",40121,134,Manual,Petrol,2,Coupe,ULEZ,1.5L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cazoo-10023353,"£12,649",45888,134,Manual,Petrol,,Coupe,ULEZ,1.5L,2016 (16 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/cheshire/winsford/motor-barn-10003962,"£17,895",46270,181,Automatic,Petrol,2,Coupe,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/warwickshire/stratford-upon-avon/the-tw-car-company-10017423,"£16,995",38000,,Automatic,Petrol,,Coupe,ULEZ,2.0L,2016 (16 reg)
BMW M2,https://www.autotrader.co.uk/dealers/lincolnshire/stamford/waycot-james-limited-10030833,"£22,490",28761,335,Automatic,Petrol,2,Coupe,ULEZ,3.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£14,550",59000,,Automatic,Diesel,3,Coupe,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/hertfordshire/borehamwood/group-1-borehamwood-bmw-738031,"£18,490",26968,184,Automatic,Petrol,2,Convertible,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/kent/chatham/big-motoring-world-blue-bell-hill-10007657,"£16,800",24389,181,Manual,Petrol,,Coupe,ULEZ,2.0L,2016 (66 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/essex/chingford/mi-prestige-10029557,"£16,190",38800,134,Automatic,Petrol,2,Coupe,ULEZ,1.5L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/buckinghamshire/edlesborough/n-m-j-motorhouse-ltd-17396,"£15,499",48415,,Automatic,Diesel,,Convertible,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/middlesex/brentford/berry-chiswick-bmw-10006742,"£16,679",39218,136,Automatic,Petrol,3,Coupe,ULEZ,1.5L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/surrey/london/alex-creasy-ltd-282216,"£17,980",38000,,Automatic,Petrol,,Convertible,ULEZ,3.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£13,750",82123,,Automatic,Diesel,2,Coupe,ULEZ,2.0L,2016 (16 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/nottinghamshire/nottingham/ng15-prestige-car-centre-502533,"£15,790",75412,188,Automatic,Diesel,,Coupe,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/northamptonshire/kettering/evans-halshaw-citroen-kettering-72803,"£13,500",78800,190,Automatic,Diesel,,Coupe,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/dorset/bournemouth/bhp-bournemouth-high-performance-ltd-636924,"£19,990",51000,,Automatic,Petrol,2,Coupe,ULEZ,3.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/leicestershire/kilby/manor-car-solutions-ltd-10000711,"£11,590",85000,,Manual,Diesel,2,Coupe,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/west-midlands/coventry/sytner-coventry-bmw-5179,"£18,000",23684,190,Automatic,Diesel,2,Convertible,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/nottinghamshire/nottingham/the-car-arena-10006753,"£15,480",42000,,Manual,Diesel,,Convertible,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/hertfordshire/waltham-cross/big-motoring-world-enfield-10023180,"£19,225",28234,335,Automatic,Petrol,2,Convertible,ULEZ,3.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/east-sussex/st-leonards-on-sea/the-garage-on-the-green-9468,"£18,950",49000,322,Automatic,Petrol,5,Coupe,ULEZ,3.0L,2016 (16 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/cambridgeshire/peterborough/carworld-car-supermarket-27396,"£14,490",79650,188,Manual,Diesel,,Convertible,ULEZ,2.0L,2016 (16 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/leicestershire/leicester/big-car-world-10032349,"£13,879",40969,148,Manual,Diesel,2,Convertible,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/west-yorkshire/castleford/riverside-car-sales-77626,"£11,695",43000,,Manual,Diesel,,Coupe,ULEZ,2.0L,2016 (65 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/buckinghamshire/high-wycombe/autohaven-motors-limited-10026041,"£16,490",103650,,Automatic,Petrol,3,Coupe,ULEZ,3.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/kent/ashford/caffyns-motorstore-1381726,"£15,844",30200,184,Automatic,Petrol,,Convertible,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£13,995",59000,,Manual,Petrol,,Coupe,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£15,000",57999,,Automatic,Diesel,3,Coupe,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/leicestershire/loughborough/indigo-autos-10029911,"£10,379",119218,,Automatic,Diesel,2,Coupe,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cazoo-10023353,"£13,899",67376,148,Automatic,Diesel,,Coupe,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/warwickshire/birmingham/bridge-street-motors-ltd-10030936,"£12,990",97000,,Automatic,Diesel,,Coupe,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£8,995",106000,,Automatic,Diesel,4,Coupe,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/west-yorkshire/halifax/rotam-ltd-10029821,"£8,440",147000,,Manual,Petrol,3,Coupe,ULEZ,1.5L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/city-of-bristol/bristol/colin-ludwell-cars-ltd-5102,"£12,500",66800,,Manual,Petrol,,Coupe,ULEZ,1.5L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/lancashire/burnley/signature-car-specialists-ltd-10008718,"£11,495",77000,,Manual,Diesel,,Coupe,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/middlesex/southall/flexy-cars-ltd-10004959,"£17,189",71026,,Automatic,Petrol,,Coupe,ULEZ,3.0L,2016 (16 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/nottinghamshire/nottingham/nottingham-car-com-362204,"£12,491",100783,188,Automatic,Diesel,,Coupe,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cazoo-10023353,"£15,049",55997,187,Manual,Diesel,,Convertible,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/essex/colchester/the-lanmere-motor-company-ltd-262435,"£15,450",38000,,Manual,Diesel,,Convertible,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cazoo-10023353,"£12,549",44033,134,Manual,Petrol,,Coupe,ULEZ,1.5L,2016 (66 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/essex/wickford/trade-price-cars-489927,"£18,500",75302,335,Automatic,Petrol,2,Convertible,ULEZ,3.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/kent/orpington/renault-orpington-122243,"£14,500",36269,136,Manual,Petrol,2,Coupe,ULEZ,1.5L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£12,650",65000,,Manual,Diesel,4,Convertible,ULEZ,2.0L,2016 (16 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/merseyside/liverpool/wavertree-car-centre-limited-10245,"£12,995",43013,148,Automatic,Diesel,,Coupe,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/somerset/bristol/clifton-cars-delivery-solutions-10029903,"£21,490",28055,,Automatic,Petrol,2,Coupe,ULEZ,3.0L,2016 (65 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/northamptonshire/raunds/titty-ho-motor-company-13650,"£16,495",37000,,Automatic,Petrol,,Convertible,ULEZ,1.5L,2016 (66 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/oxfordshire/witney/mick-partlett-car-sales-16163,"£17,295",9000,184,Automatic,Petrol,,Coupe,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/yorkshire/sheffield/evans-halshaw-citroen-sheffield-114175,"£14,620",51670,190,Manual,Diesel,,Coupe,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/lancashire/preston/gs-car-centre-10024226,"£20,900",38000,,Automatic,Petrol,,Coupe,ULEZ,3.0L,2016 (66 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/cambridgeshire/peterborough/noya-motor-group-10019481,"£13,299",82841,148,Automatic,Diesel,2,Coupe,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/leicestershire/leicester/corner-house-garage-13409,"£17,000",57900,,Automatic,Diesel,3,Convertible,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/northamptonshire/northampton/carshop-northampton-10979,"£15,500",37788,190,Manual,Diesel,,Coupe,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/berkshire/reading/sascron-car-supermarket-10509,"£15,990",33000,,Automatic,Petrol,,Convertible,ULEZ,1.5L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/north-somerset/north-somerset/autostrada-limited-307850,"£17,449",32000,,Automatic,Diesel,3,Convertible,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£14,100",34000,,Manual,Petrol,3,Convertible,ULEZ,1.5L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/avon/bristol/imola-of-bristol-320429,"£18,990",50000,,Automatic,Petrol,2,Coupe,ULEZ,3.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/hertfordshire/hereford/baylis-hereford-6051,"£19,000",45535,326,Automatic,Petrol,,Coupe,ULEZ,3.0L,2016 (16 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/cheshire/stockport/renault-stockport-123338,"£12,999",60582,136,Manual,Petrol,2,Coupe,ULEZ,1.5L,2016 (16 reg)
BMW 220d,https://www.autotrader.co.uk/dealers/yorkshire/leeds/bennett-renault-leeds-10012687,"£11,482",83790,190,Manual,Diesel,3,Coupe,ULEZ,2.0L,2016 (65 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/norfolk/norwich/carshop-norwich-593779,"£15,000",59379,190,Automatic,Diesel,,Convertible,ULEZ,2.0L,2016 (65 reg)
BMW M2,https://www.autotrader.co.uk/dealers/derbyshire/derby/opulent-motors-10019238,"£19,799",59000,,Automatic,Petrol,,Convertible,ULEZ,3.0L,2016 (66 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/lancashire/warrington/lowton-motor-company-ltd-28300,"£15,090",53422,188,Manual,Diesel,2,Coupe,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cazoo-10023353,"£17,099",36446,148,Automatic,Diesel,,Coupe,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cazoo-10023353,"£14,349",40935,148,Automatic,Diesel,,Convertible,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/northamptonshire/thrapston/thrapston-garage-7962,"£16,495",37000,,Automatic,Petrol,,Convertible,ULEZ,1.5L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/hertfordshire/hatfield/autovogue-10026765,"£12,225",70000,,Manual,Diesel,,Coupe,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/west-yorkshire/bradford/motors-for-less-10004615,"£18,795",80200,,Automatic,Petrol,4,Coupe,ULEZ,3.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/lancashire/chorley/j-r-r-cars-limited-490195,"£19,495",25000,,Manual,Petrol,,Coupe,ULEZ,3.0L,2016 (16 reg)
BMW 2 SERIES CONVERTIBLE,https://www.autotrader.co.uk/dealers/lancashire/wigan/bravoauto-wigan-10033947,"£14,352",50642,136,Manual,Petrol,2,Convertible,ULEZ,1.5L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£16,699",26259,,Automatic,Diesel,,Coupe,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cornwall/callington/southcott-specialist-cars-21007,"£16,995",25000,,Manual,Petrol,2,Convertible,ULEZ,1.5L,2016 (65 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/surrey/horley/taylors-pitstop-12752,"£14,055",64100,136,Manual,Petrol,,Convertible,ULEZ,1.5L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cleveland/stockton-on-tees/jct600-approved-teesside-10029307,"£13,250",34633,150,Manual,Diesel,,Coupe,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/west-yorkshire/mirfield/repossessions-uk-10026140,"£12,799",43339,,Manual,Petrol,2,Convertible,ULEZ,1.5L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/lincolnshire/bourne/windmill-motors-27032,"£15,950",67000,,Automatic,Diesel,,Convertible,ULEZ,2.0L,2016 (16 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/gwent/newport/uk-car-trader-ltd-10021541,"£12,295",45000,136,Automatic,Petrol,,Convertible,ULEZ,1.5L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cheshire/winsford/fords-of-winsford-car-supermarket-2564,"£13,899",27240,,Manual,Diesel,2,Convertible,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/lancashire/manchester/fords-of-winsford-manchester-2453307,"£14,099",55749,,Manual,Diesel,,Coupe,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cazoo-10023353,"£20,149",38215,335,Automatic,Petrol,,Coupe,ULEZ,3.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/essex/maldon/browns-car-company-ltd-10018424,"£11,699",75700,,Manual,Petrol,,Coupe,ULEZ,1.5L,2016 (16 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/lancashire/wigan/phantom-motor-company-618902,"£17,490",54277,241,Automatic,Petrol,,Convertible,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/nottinghamshire/nottingham/the-car-arena-10006753,"£17,079",46000,,Automatic,Diesel,,Convertible,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/hertfordshire/hitchin/john-warren-cars-393,"£15,690",35000,,Automatic,Petrol,3,Convertible,ULEZ,1.5L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/staffordshire/stoke-on-trent/v12-sports-classics-ltd-stoke-on-trent-10005291,"£14,800",49560,,Manual,Petrol,,Convertible,ULEZ,1.5L,2016 (66 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/lancashire/wigan/arnold-clark-renaultdacia-wigan-123433,"£13,300",56749,150,Manual,Diesel,,Coupe,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cazoo-10023353,"£19,249",50266,335,Automatic,Petrol,,Coupe,ULEZ,3.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/surrey/maidenhead/sytner-maidenhead-bmw-521208,"£20,500",27643,184,Automatic,Petrol,3,Convertible,ULEZ,2.0L,2016 (16 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/hampshire/hook/foster-and-heanes-1034689,"£18,950",23000,248,Manual,Petrol,2,Convertible,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/suffolk/newmarket/newmarket-motor-company-8354,"£16,979",19000,,Manual,Petrol,2,Convertible,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/bedfordshire/leighton-buzzard/bedfordshire-car-sales-1131236,"£16,999",39817,,Automatic,Diesel,3,Convertible,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£16,600",80160,,Automatic,Petrol,2,Coupe,ULEZ,3.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/essex/braintree/stormont-motor-company-22617,"£17,995",35000,,Automatic,Diesel,,Convertible,ULEZ,2.0L,2016 (66 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/staffordshire/burton-on-trent/pf-car-sales-10031923,"£15,000",46000,134,Manual,Petrol,,Convertible,ULEZ,1.5L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£12,000",56000,,Manual,Petrol,3,Convertible,ULEZ,1.5L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£26,499",18102,,Automatic,Petrol,2,Coupe,ULEZ,3.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/berkshire/reading/inchcape-reading-bmw-5286,"£20,013",43017,326,Automatic,Petrol,3,Coupe,ULEZ,3.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/warwickshire/coventry/ace-specialist-vehicles-limited-10025889,"£19,342",65000,,Automatic,Petrol,,Coupe,ULEZ,3.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/gloucestershire/bristol/valentines-specialist-cars-ltd-10012544,"£14,995",36000,,Manual,Petrol,,Convertible,ULEZ,2.0L,2016 (16 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/lancashire/manchester/dace-specialist-car-centre-manchester-trading-standards-approved-10016811,"£12,440",39849,134,Manual,Petrol,2,Coupe,ULEZ,1.5L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£14,497",47360,,Automatic,Petrol,4,Convertible,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/norfolk/norwich/carshop-norwich-593779,"£19,000",46913,326,Automatic,Petrol,,Coupe,ULEZ,3.0L,2016 (65 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£13,500",42000,,Automatic,Diesel,4,Coupe,ULEZ,2.0L,2016 (66 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/ayrshire/ayr/ayr-used-car-centre-123440,"£17,500",54334,340,Automatic,Petrol,,Coupe,ULEZ,3.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£16,500",40000,,Automatic,Petrol,,Coupe,ULEZ,3.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/staffordshire/cannock/available-car-supermarket-cannock-716112,"£12,499",52871,150,Manual,Diesel,2,Coupe,ULEZ,2.0L,2016 (16 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/essex/wickford/the-wright-car-company-423044,"£15,495",50000,181,Manual,Petrol,2,Convertible,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£10,950",59200,,Manual,Petrol,,Coupe,ULEZ,1.5L,2016 (66 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/cheshire/warrington/rix-motors-19174,"£15,900",33000,148,Manual,Diesel,,Convertible,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/derbyshire/derby/motornation-derby-631156,"£19,250",37907,326,Automatic,Petrol,,Coupe,ULEZ,3.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£12,750",51000,,Manual,Petrol,5,Coupe,ULEZ,3.0L,2016 (16 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/lancashire/chorley/gts-automotive-ltd-10017712,"£13,980",32000,135,Manual,Petrol,,Convertible,ULEZ,1.5L,2016 (66 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/merseyside/liverpool/wavertree-car-centre-limited-10245,"£15,995",35909,188,Automatic,Diesel,2,Convertible,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/yorkshire/leeds/evans-halshaw-citroen-leeds-3027,"£12,700",46000,136,Manual,Petrol,,Coupe,ULEZ,1.5L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/gwynedd/llandudno-junction/halliwell-jones-north-wales-bmw-114183,"£15,999",43046,190,Automatic,Diesel,6,Convertible,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£17,000",82000,,Automatic,Petrol,,Coupe,ULEZ,3.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/northamptonshire/peterborough/big-motoring-world-peterborough-werrington-10031100,"£17,700",64397,249,Automatic,Petrol,3,Convertible,ULEZ,2.0L,2016 (66 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/suffolk/ipswich/hammond-cars-ipswich-1733492,"£14,550",58985,148,Automatic,Diesel,,Coupe,ULEZ,2.0L,2016 (65 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/warwickshire/bedworth/arbury-autos-101319,"£11,500",56000,134,Manual,Petrol,2,Coupe,ULEZ,1.5L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cazoo-10023353,"£19,799",47977,322,Automatic,Petrol,,Coupe,ULEZ,3.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£19,500",77500,,Automatic,Petrol,,Coupe,ULEZ,3.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£12,195",40000,,Automatic,Diesel,2,Coupe,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/tyne-and-wear/gateshead/amg-car-sales-ltd-10008426,"£13,190",85430,,Manual,Petrol,2,Convertible,ULEZ,1.5L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/west-midlands/west-bromwich/kelvin-way-motors-10031933,"£16,995",34000,,Automatic,Petrol,4,Coupe,ULEZ,3.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/north-yorkshire/harrogate/carlingo-10033603,"£15,750",24419,134,Manual,Petrol,3,Convertible,ULEZ,1.5L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/tyne-and-wear/sunderland/sunderland-honda-652432,"£13,999",35166,136,Manual,Petrol,,Convertible,ULEZ,1.5L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/south-yorkshire/sheffield/carshop-sheffield-113461,"£18,500",26191,184,Automatic,Petrol,,Convertible,ULEZ,2.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cazoo-10023353,"£14,149",31833,134,Manual,Petrol,,Coupe,ULEZ,1.5L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£18,000",32000,,Automatic,Petrol,2,Coupe,ULEZ,2.0L,2016 (16 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/west-midlands/west-bromwich/arnold-clark-motorstore-west-bromwich-123372,"£21,700",18271,340,Automatic,Petrol,,Convertible,ULEZ,3.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/suffolk/stowmarket/riverside-autos-26789,"£16,500",27335,,Manual,Diesel,3,Convertible,ULEZ,2.0L,2016 (66 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/cleveland/middlesbrough/lookers-ford-middlesbrough-10017343,"£15,999",58177,190,Automatic,Diesel,3,Convertible,ULEZ,2.0L,2016 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/berkshire/newbury/woodland-autos-13774,"£21,495",26000,,Automatic,Petrol,,Convertible,ULEZ,3.0L,2016 (16 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cazoo-10023353,"£21,099",36976,322,Automatic,Petrol,,Coupe,ULEZ,3.0L,2016 (16 reg)
